Título;Texto
Festa grega: Quebra de pratos e tradição fortalece laços entre imigrantes e brasileiros ;"Por g1 DF 25/08/2023 06h47    Atualizado  25/08/2023 Grupo de danças gregas se apresentando em evento — Foto: Reprodução/Instagram A 9ª edição do Panighiri, tradicional festa grega em homenagem à Nossa Senhora, acontece nesta sexta-feira (25) e sábado (26), na Asa Norte, em Brasília. A quermesse tem comidas típicas, apresentações e até quebra de pratos para aqueles que querem desestressar e se livrar de energias negativas (veja programação mais abaixo). ""As festas gregas são sempre muito animadas. O povo grego é muito alegre. Temos vários pontos altos na festa como a música, dança e culinária, mas a quebra de pratos com certeza é o que mais empolga a todos"", conta Konstantino Bokos. Konstantino é o presidente da comunidade Colônia Grega no Distrito Federal. Segundo ele, o evento é uma maneira de fortalecer os laços e relembrar a origem dos primeiros imigrantes que chegaram ao Brasil. A Colônia Grega existe há 59 anos. ""É muito importante para os gregos e descendentes poderem conviver com a cultura, língua, culinária, música ,dança, com o modo de vida do grego"", diz Konstantino. Comidas típicas e quebra de pratos Moussaka, em imagem de arquivo — Foto: Mariane Rossi/g1 No cardápio da festa, o visitante encontra opções tipicamente gregas: Moussaka: um cozido de grão de bico com berinjelas;Souvlaki: pequenos espetos grelhados com pedaços de carne e vegetaisTzatziki: molho que combina iogurte natural e pepino Outra tradição de mais de 4 mil anos também acontece de forma interativa: a quebra de pratos, que serve para espantar as energias negativas e desestressar. Além disso, quatro bandas de música típica grega e três grupos de dança folclórica se apresentam no evento. Programe-se Público participa de tradição de quebra de pratos — Foto: Reprodução/Instagram 9ª edição do Panighiri 🗓️ Quando: sexta (25) e sábado (26)⏰ Horário: a partir das 18h30📍 Local: Comunidade Grega de Brasília, na 910 Norte🎫 Ingressos: a partir de R$ 48, no site LEIA TAMBÉM: SESC FESTCLOWN: Maior festival de palhaçaria da América Latina completa 21 anosBRAZLÂNDIA: Festa do Morango começa no dia 1º de setembro 📱 Participe da comunidade do g1 DF no WhatsApp e receba as notícias no celular. Veja o que fazer em Brasília no g1 DF. Veja também     Mega-Sena de R$ 40,4 milhões sai para uma aposta; veja dezenas Suspeito de matar a filha e mais uma criança a marteladas é preso no Rio DNA de dentista acusado de estupro foi encontrado em vítima Gustavo Najjar está preso e foi acusado por 8 mulheres ao todo. Whey e seus 'primos': para que servem suplementos alimentares? Por que a água é fundamental na exploração do lítio Flamengo chega a SP sob protestos contra diretoria e Sampaoli Barroso assume presidência do STF na quinta com saída de Rosa Weber Ministra vai se aposentar porque atingiu idade limite de 75 anos."
Paula Toller e festival japonês animam fim de semana no DF;"Por g1 DF 22/09/2023 06h43    Atualizado  22/09/2023 A cantora e compositora Paula Toller — Foto: Divulgação Vivo Rio / Ricardo Nunes A cantora Paula Toller chega a Brasília, neste sábado (23), com show da turnê ""Amorosa"". Na apresentação, grandes sucessos carreira de Toller, além de uma canção inédita gravada recentemente. De sexta (22) a domingo (24), a 5ª edição do festival Made in Japan celebra os 115 anos desde a chegada dos primeiros imigrante nipônicos ao Brasil, com música, arte e gastronomia japonesa. Festa junina fora de época, festivais e programação infantil também fazem parte da agenda. Veja o que fazer em Brasília de sexta-feira (22) até domingo (24). Paula Toller apresenta turnê 'Amorosa'VOA Festival promove evento ao ar livre, com cultura, arte, música e gastronomia3ª edição do Festival Canto a Canto tem Chico César e celebra a diversidade musical brasileiraOrquestra de Rabecas do Cerrado circula pelo DF para apresentar tradição da rabecaArraiá Chapéu de Palha traz comemoração junina fora de épocaCultura japonesa é homenageada na 5ª edição do festival Made in JapanChocolat Festival promete ser o maior evento de chocolate e cacau da América LatinaDia Especial do Gengibre é celebrado com palestras, oficinas, shows e feira com produtosEspetáculo 'Origem', do Le Petit Cirque, conta história dos primeiros circos da EuropaCia. Néia e Nando apresenta a história de Timão e Pumba ✅ Clique aqui para seguir o novo canal do g1 DF no WhatsApp 'Amorosa' de Paula Toller Paula Toller durante show — Foto: Reprodução/Facebook A cantora Paula Toller chega a Brasília com a turnê ""Amorosa"". No repertório, grandes sucessos e uma canção inédita, a música ""Perguntas"", gravada recentemente. 🗓️ Quando: sábado (23)⏰ Horário: 20h📍 Local: Centro de Convenções Ulysses Guimarães 🎫 Ingressos: a partir de R$ 80, no site Voltar ao início. VOA Festival Banda Àttooxxá em apresentação na Arena Butantã, na Virada Cultural 2023 — Foto: RONALDO SILVA/PHOTOPRESS/ESTADÃO CONTEÚDO O VOA Festival promove um evento ao ar livre, com cultura, arte, música e gastronomia. O objetivo é valorizar a cultura urbana e popular. O festival também marca o início das comemorações pelos 45 anos do Parque da Cidade Sarah Kubitscheck, o Parque da Cidade. 🗓️ Quando: sábado (23) e domingo (24)⏰ Horário: sábado a partir das 19h; domingo a partir das 16h📍 Local: estacionamento 10 do Parque da Cidade🎫 Ingressos: a partir de R$ 20, no site Confira as atrações musicais: Sábado (23) Àttooxxá (BA)Tássia Reis (SP)Margaridas (DF)Orquestra Quadrafônica (DF)Bambaflow (DJ Nyack, DJ Umiranda e DJ Set)DJ Ketlen (DF)DJ Paula Torelly (DF) Domingo (24) Mestre Ambrósio (PE)Luiza Lian (SP)Surf Sessions (DF)Carne Doce (GO)DJ Shigara (MG)DJ Pezão (DF) Voltar ao início. Canto a Canto Chico César na capa do single 'Pisadinha' — Foto: Divulgação Chico César é um dos convidados da 3ª edição do Festival Canto a Canto, que celebra a diversidade musical brasileira. O evento, com entrada gratuita, é na Casa do Cantador, em Ceilândia. 🗓️ Quando: sábado (23)⏰ Horário: a partir das 16h50📍 Local: Casa do Cantador, em Ceilândia🎫 De graça Confira a programação: 16h50: Fanfarra Pedra Fundamental17h30: Pé de Cerrado18h20: Moinho D'água19h10: Caco de Cuia20h: Elas Que Toquem20h50: Martinha do Coco22h: Chico César Voltar ao início. Orquestra de Rabecas do Cerrado Orquestra de Rabecas do Cerrado — Foto: Alice Lira O grupo Orquestra de Rabecas do Cerrado circula pelo Distrito Federal para apresentar o tradicional instrumento. As apresentações têm convidados especiais, como Martinha do Coco. 🗓️ Quando: sábado (23) e domingo (24)⏰ Horário: sábado às 16h; domingo às 14h e às 17h📍 Local: sábado na Praça da 28 do Paranoá e domingo no Mercado Sul de Taguatinga🎫 De graça Confira os convidados de cada apresentação: Sábado (23) 16h: Martinha do Coco e Forró de Rabeca com André Soneca Domingo (24) 14h: Bernardo Bittencourt e Forró de Rabeca com Maísa Arantes17h: Kika e Cheflera e Forró de Rabeca com Daniel Carvalho Voltar ao início. Arraiá Chapéu de Palha Bandeirinhas de festa junina — Foto: Divulgação O Arraiá Chapéu de Palha traz uma comemoração junina fora de época, que inclui quadrilhas, comidas típicas, shows, exposições de artesanato e parque de diversão. 🗓️ Quando: sexta (22), sábado (23) e domingo (24)⏰ Horário: a partir das 18h📍 Local: estacionamento do Estádio Bezerrão, no Gama🎫 De graça, mediante doação de 1 kg de alimento não perecível Confira a programação: Sexta (22) 18h: abertura com DJ e exposições nas tendas do Artesanato de Brasília e das Mulheres Empreendedoras do Gama19h30: apresentação da quadrilha Chapéu de Palha e convidados20h30: apresentação da Quadrilha Segue o fogo23h: banda Forró Cueca Branca (BA)1h: DJ residente Sábado (23) 18h: abertura dos portões, show com DJ e exposição nas tendas do Artesanato de Brasília e das Mulheres Empreendedoras do Gama20h: apresentação da quadrilha Eita Lasqueira21h30: apresentação da Quadrilha Segue o fogo22h: banda local23h: banda Encosta N’eu1h30: DJ residente Domingo (24) 18h: abertura dos portões, exposição nas tendas do Artesanato de Brasília e das Mulheres Empreendedoras do Gama20h: apresentação da quadrilha Eita Lasquera21h: apresentação da quadrilha Chapéu de Palha22h: cantor Nego Rainner1h: encerramento do evento Voltar ao início. Made in Japan Festival Made in Japan traz a cultura japonesa para Brasília — Foto: Divulgação A 5ª edição do festival Made in Japan tem música, arte e gastronomia japonesa. O evento celebra os 115 anos desde a chegada dos primeiros imigrante nipônicos ao Brasil. 🗓️ Quando: sexta (22), sábado (23) e domingo (24)⏰ Horário: sexta das 18h à 0h; sábado das 11h à 0h; domingo das 11h às 20h📍 Local: Pavilhão de Exposição do Parque da Cidade🎫 Ingressos: a partir de R$ 10, no site Voltar ao início. Chocolat Festival Pessoa produz chocolate, em imagem de arquivo — Foto: LaBarr Chocolate de Origem/Divulgação O maior evento de chocolate e cacau da América Latina chega pela primeira vez a Brasília. O Chocolat Festival recebe produtores que trabalham com o cacau até o produto final. 🗓️ Quando: sexta (22), sábado (23) e domingo (24)⏰ Horário: a partir das 14h📍 Local: Centro de Convenções Ulysses Guimarães🎫 Ingressos: a partir de R$ 10, no site Voltar ao início. Dia do Gengibre Gengibre após ser colhido — Foto: Reprodução/TV TEM O Dia Especial do Gengibre será celebrado na Feira do Produtor Vargem Bonita, no sábado. O evento reúne palestras, oficinas, shows e feira com produtos. 🗓️ Quando: sábado (23)⏰ Horário: a partir das 8h📍 Local: Feira do Produtor Vargem Bonita, no Núcleo Hortícola Suburbano de Vargem Bonita (NHS), Chácara 05 Feira🎫 De graça Confira a programação: Dia de Campo 8h: inscrição e café da manhã8h30: abertura e apresentação de violino — Paula Cristine Soares9h30: fala do produtor/contadora de história — ""O Histórico do Gengibre no NHS Vargem Bonita""9h45: palestra ""Panorama do Gengibre no DF e no Brasil e análise econômica. Plantar Gengibre, uma nova oportunidade?""10h20: deslocamento para estações1° Estação: ""Plantio, Tratos Culturais e Pós-colheita do Gengibre""2° Estação: ""O Sucesso da COOPGINGER: A Primeira Cooperativa de Gengibre do Brasil""3° Estação: ""Máquinas e Implementos na Cultura do Gengibre: Otimize seu Tempo! E Linhas de Crédito Rural""4° Estação: ""Benefícios do Gengibre para Saúde""12h: encerramento do Dia de Campo e ida para Feira do Produtor da Vargem Bonita Shows 10h: apresentação DJ DUX12h30: apresentação da Banda Collo de Mainha13h: oficina ""Como Fazer Biscoito de Gengibre"", com Olga Diniz14h: oficina ""Gengibre Cristalizado"", com Akiyo Sonoda14h30: apresentação Tiago Groove15h: oficina ""Conserva de Gengibre"", com Hatsue Nakandakari15h30: roda de conversa com Leonarda Plaster da COOPGINGER, do Espírito Santo18h: encerramento Voltar ao início. Le Petit Cirque Espetáculo do Le Petit Cirque — Foto: Reprodução/redes sociais A magia do circo está em Brasília com o espetáculo ""Origem"", do Le Petit Cirque. A apresentação é uma homenagem aos primeiros circos que surgiram na Europa e promete levar o público a uma viagem no tempo. O circo fica no DF até o dia 15 de novembro. 🗓️ Quando: sexta (22), sábado (23) e domingo (24)⏰ Horário: sexta às 20h; sábado às 15h, 17h30 e 20h; domingo às 11h, 16h e 19h📍 Local: Boulevard Shopping🎫 Ingressos: a partir de R$ 30, no site Voltar ao início. Timão e Pumba Personagens de 'Timão e Pumba', da Cia. Néia e Nando — Foto: Divulgação A Cia. Néia e Nando apresenta a história de Timão e Pumba personagens com um estilo de vida sem preocupações, conhecido como ""Hakuna Matata"". 🗓️ Quando: sábado (23) e domingo (24)⏰ Horário: 16h📍 Local: Teatro Brasília Shopping🎫 Ingressos: a partir de R$ 30, na bilheteria do evento Voltar ao início. Veja o que fazer em Brasília no g1 DF. Veja também     Mega-Sena de R$ 40,4 milhões sai para uma aposta; veja dezenas Suspeito de matar a filha e mais uma criança a marteladas é preso no Rio DNA de dentista acusado de estupro foi encontrado em vítima Gustavo Najjar está preso e foi acusado por 8 mulheres ao todo. Whey e seus 'primos': para que servem suplementos alimentares? Por que a água é fundamental na exploração do lítio Flamengo chega a SP sob protestos contra diretoria e Sampaoli Barroso assume presidência do STF na quinta com saída de Rosa Weber Ministra vai se aposentar porque atingiu idade limite de 75 anos."
Fim de semana tem Djavan, Fábio Jr. e Gusttavo Lima no DF;"Por g1 DF 15/09/2023 06h36    Atualizado  15/09/2023 Djavan na estreia carioca do show 'D' — Foto: André Luis / Divulgação Qualistage Djavan está de volta a Brasília com a turnê do álbum ""D"". O repertório, apresentado em show único nesta sexta-feira (15), também conta com sucessos da carreira do cantor. Também na sexta, Fábio Jr. se apresenta com músicas conhecidas como ""Alma Gêmea"", ""Só Você"", ""Enrosca"" e ""Pai"". No festival Na Praia, Gusttavo Lima se apresenta no domingo (17), além de outros nomes da cena musical na sexta e no sábado (16). Teatro, feiras e programação infantil também fazem parte da agenda. Veja o que fazer em Brasília entre sexta-feira (15) e domingo (17). Djavan chega com turnê do álbum 'D'Fábio Jr. canta sucessos da carreiraGusttavo Lima, Doze por Oito e DJ Sébastien Léger estão no festival Na PraiaSeu Estrelo promove Festa Alada, tradicional celebração da trupeProjeto 'Viva Jazz! Viva MPB!' reúne música e feira de artesanatoGrupo G7 apresenta comédia 'A Intimidade é uma M*rda'X Encontro e Feira dos Povos do Cerrado reverencia bioma da regiãoSemana do Cerrado do Lago Oeste conta com feiras, palestras, oficinas e passeiosHora animada apresenta peças infantis da companhia Néia e Nando ✅Clique aqui para seguir o novo canal do g1 DF no WhatsApp ⚠️O grupo antigo será desativado. Mesmo se você já faça parte da nossa comunidade, é preciso se inscrever novamente. 'D' de Djavan Público curte show de Djavan no palco do FIB 2023 O cantor Djavan está de volta a Brasília para apresentação única, com sucessos de sua carreira e músicas do álbum recém-lançado ""D"". 🗓️ Quando: sexta (15)⏰ Horário: 22h📍 Local: Centro de Convenções Ulysses Guimarães🎫 Ingressos: a partir de R$ 170, no site Voltar ao início. Fábio Jr. Cantor Fábio Jr. em show — Foto: Divulgação O cantor Fábio Jr traz sucessos de sua carreira em turnê. No repertório, músicas como ""Alma Gêmea"", ""Só Você"", ""Enrosca"" e ""Pai"" . 🗓️ Quando: sábado (16)⏰ Horário: 22h📍 Local: Centro de Convenções Ulysses Guimarães🎫 Ingressos: a partir de R$ 120, no site Voltar ao início. Na Praia Gusttavo Lima durante apresentação — Foto: Enaldo Pinto/Ag Haack O festival Na Praia recebe o DJ internacional Sébastien Léger, nesta sexta-feira, para uma noite marroquina. O sábado (16) fica por conta de Doze por Oito, Igor & Wallace e Caio Hot. Para fechar o fim de semana, no domingo (17), Gusttavo Lima e Bruno & Denner marcam presença. 🗓️ Quando: sexta (15), sábado (16) e domingo (17)⏰ Horário: a partir das 8h📍 Local: Setor de Clubes Sul, trecho 2, entre a Agepol e o Centrejufe🎫 Ingressos: a partir de R$ 30, no site Voltar ao início. Festa Alada Grupo Seu Estrelo durante uma de suas apresentações — Foto: Thiago Araújo/Divulgação Seu Estrelo promove a Festa Alada, uma tradicional celebração da trupe. Dessa vez, o homenageado é Calango Voador, figura sagrada da mitologia criada pelo grupo. Mestre Manoelzinho Salustiano e Samba de Coco Raízes de Arcoverde marcam presença no evento. 🗓️ Quando: sábado (16)⏰ Horário: a partir das 19h📍 Local: Centro Tradicional de Invenção Cultural🎫 De graça Confira a programação: 19h: Orquestra Alada Trovão da Mata (DF)21h: Seu Estrelo e o Fuá do Terreiro (DF)23h: Samba de Coco Raízes de Arcoverde (PE) Voltar ao início. Viva Jazz! Viva MPB! Grupo Sidney Campos Jazz Trio em apresentação — Foto: Divulgação O projeto ""Viva Jazz! Viva MPB!"" reúne apresentações musicais, feira de artesanato e espaço infantil. Os shows recriam ritmos da cultura popular brasileira para o jazz. 🗓️ Quando: sábado (16)⏰ Horário: 16h 📍 Local: Quadra coberta da Associação dos Amigos da Saúde Mental, no Riacho Fundo I🎫 De graça, mas a comunidade é incentivada a doar fraldas geriátricas Voltar ao início. 'A Intimidade é uma M*rda' Sessões da peça ""A Intimidade é uma Merda"", da Cia. de Comédia G7, acontecem neste fim de semana, em Brasília — Foto: Gustavo Gracindo/Divulgação O grupo G7 apresenta a comédia ""A Intimidade é uma M*rda"". O espetáculo conta com participação da plateia, garantindo apresentações únicas. 🗓️ Quando: sábado (16) e domingo (17)⏰ Horário: 19h📍 Local: Teatro La Salle🎫 Ingressos: a partir de R$ 40, no site ou na bilheteria da peça Voltar ao início. X Encontro e Feira dos Povos do Cerrado Mulheres indígenas marcham em direção à Esplanada dos Ministérios, em Brasília — Foto: Walder Galvão/g1 DF O Encontro e Feira dos Povos do Cerrado acontece desde 2001 e promove um espaço de troca de experiências e articulações em defesa do bioma e dos seus povos. 🗓️ Quando: sexta (15) e sábado (16)⏰ Horário: a partir das 18h📍 Local: Torre de TV🎫 De graça Confira a programação: Sexta (15) 18h: Teatro Mamulengo sem Fronteiras19h: Fianceiras do Urucuia19h40: Canto de Roda — Quilombo Gurutuba20h45: Pereira da Viola + Dito Rodrigues22h: Makely Ká — Águas do Cerrado23h: Kirá e a Ribanceira Sábado (9) 18h: Maracatu: Filhas da Terra18h30: ato poético em homenagem à Dona Flor e Mãe Bernadete19h: Quilombo de Bom Sucesso dos Negros20h: Grupo das Mulheres Indígenas Xavante20h40: Baile da Maisinha21h30: Pé de Cerrado22h40: Saci Wèrè23h30: Made in Chapada — rap em homenagem à Dona Flor Voltar ao início. Semana do Cerrado do Lago Oeste Propriedade no Lago Oeste, onde é produzido café premiado do DF — Foto: Emater-DF/ Divulgação A Associação dos Produtores Rurais do Lago Oeste e a Associação dos Amigos da Floresta promoveu uma semana de diálogo em defesa do bioma Cerrado com feiras, palestras, oficinas, cursos e passeios na região, e que se encerra neste fim de semana. 🗓️ Quando: sexta (15) e sábado (16)⏰ Horário: 20h📍 Local: Asproeste e Sítio Vila das Cabras (Rod. DF 001 rua 10 ch. 16) 🎫 De graça Confira a programação: Sexta (15) Manhã e tarde: apresentação do espetáculo Música Reciclando com Junai — AsproesteManhã e tarde: caminhada com os alunos da Escola para recolhimento de Lixo na Ciclovia, entre as ruas 09 e 07 — Rodovia DF- 001 Sábado (16) 8h às 14h: Feira do Lago Oeste com venda de pordutos e Feira de troca de sementes e distribuição de mudas do cerrado — Asproeste9h: Caminhada para recolhimento de Lixo na DF 001 com Grupo Nativa capoeira, Professor Pacheco e Professor Tide — Rod. DF 0019h30: Palestra Jardins de Sequeiro com Prof. Júlio Pastore (UnB) — Asproeste10h às 12h: Apresentação do Cantor Rico Rezende (MPB) — Asproeste12h30: Grupo de Folia do Lago Oeste do Sr. Raimundo — AsproesteExposição de quadros do pintor Carlos Alvarez com pinturas com temas do Cerrado, agua, fauna e flora — Asproeste Voltar ao início. Para as crianças Espetáculo 'Uma Aventura Congelante' — Foto: Divulgação A companhia Néia e Nando apresenta duas peças infantis neste fim de semana: ""Uma Aventura Congelante"" e ""Alice no País das Maravilhas"". 🗓️ Quando: sábado (16) e domingo (17)⏰ Horário: 16h📍 Local: Boulevard Shopping🎫 De graça Voltar ao início. Veja o que fazer em Brasília no g1 DF. Veja também     Mega-Sena de R$ 40,4 milhões sai para uma aposta; veja dezenas Suspeito de matar a filha e mais uma criança a marteladas é preso no Rio DNA de dentista acusado de estupro foi encontrado em vítima Gustavo Najjar está preso e foi acusado por 8 mulheres ao todo. Whey e seus 'primos': para que servem suplementos alimentares? Por que a água é fundamental na exploração do lítio Flamengo chega a SP sob protestos contra diretoria e Sampaoli Barroso assume presidência do STF na quinta com saída de Rosa Weber Ministra vai se aposentar porque atingiu idade limite de 75 anos."
Panela Candanga: feira de gastronomia artesanal reúne produtores de Brasília a partir desta quinta-feira (14);"fique por dentro Por g1 DF 14/09/2023 06h34    Atualizado  14/09/2023 Além de gastronomia, o evento oferece palestras com especialistas e empreendedores locais. Serão expostos produtos como: pães, mel, doces, vinhos, chocolates, chás, molhos, queijos, entre outros. A feira também apresenta opções para veganos, vegetarianos, celíacos, intolerantes e com especificidades alimentares. As inscrições para as palestras são gratuitas, mas sujeitas à disponibilidade de vagas, e devem ser feitas pela internet. Panela Canganda: feira de gastronomia artesanal no DF — Foto: Divulgação/Casapark A feira de gastronomia artesanal Panela Candanga começa nesta quinta-feira (14), no shopping Casapark, em Brasília. Esta é a 13ª edição do evento e reúne 25 expositores. A entrada é gratuita. Além de degustações e opções variadas de comidas, a feira oferece palestras com especialistas e empreendedores locais (saiba mais abaixo). O evento vai até domingo (17). Durante os quatro dias de evento, serão expostos produtos como: pães, mel, doces, vinhos, chocolates, chás, molhos, queijos, entre outros. A feira também tem opções de alimentação para veganos, vegetarianos, celíacos, intolerantes e pessoas com especificidades alimentares. O evento oferece aulas-show com especialistas em marketing digital para o segmento, salumeria artesanal (carne curada), vinhos e cafés. Para as crianças, uma oficina especial de confeitaria de cinnamon rolls. As inscrições são gratuitas, mas sujeitas à disponibilidade de vagas, e devem ser feitas pelo Sympla. Veja programação Panela Canganda: feira de gastronomia artesanal no DF — Foto: Divulgação/Casapark Aula-show 1 Tema: Boas Práticas nos serviços de alimentação, por Thaís Lasneux. Esta aula vai ajudar aos participantes, a compreenderem as questões relacionadas à segurança alimentar no processo de elaboração dos alimentos, nas formas de armazenamento e conservação e em outros importantes conceitos e práticas que aprimoraram os seus negócios.Quando: Quinta--feira, 14 de setembro, às 19h.Indicação: livre. Aula-show 2 Tema: Vinhos da Primavera, por Rachel Alves Nariyoshi É uma aula sobre as cores e sabores dos vinhos que mais harmonizam com a estação mais florida do ano. Apresentando e compartilhando conhecimentos sobre vinhos adequados ao clima da estação. Quando: Sexta-feira, 15 de setembro, às 19h30Indicação: Maiores de 18 Anos Aula-show 3 Aula Kids - Confeitando Cinnamon Rolls, por Luiz Henrique - Fine N’ Rolls Oficina de culinária para crianças é sempre uma diversão. A criança aprende durante a atividade e complementa seu potencial criativo para futuras experiências. Ao final, levam um pouco do que fizeram para casa. Quando: Sábado, 16 de setembro, às 15hIndicação: Crianças de 5 a 10 anos Aula-show 4 Boas dicas sobre a Cerveja Artesanal e suas harmonizações, por Bárbara Soares - Sommelière de Cervejas Durante a aula show, Bárbara conta um pouco de sua experiência com a harmonização de cervejas com diversos preparos da culinária mundial. Além disso, a Sommelière vai falar sobre métodos de produção e estilos cervejeiros, destacando os principais nomes do mercado nacional e internacional.Quando: Domingo, 17 de setembro, às 16hIndicação: Livre Panela Canganda: feira de gastronomia artesanal no DF — Foto: Divulgação/Casapark Programe-se 13ª Panela Candanga Quando: de 14 a 17 de setembroOnde: Praça Central do CasaparkHorários: Quinta a sábado, das 12h às 22h; domingo, das 12h às 20hEntrada: Gratuita LEIA TAMBÉM: OPORTUNIDADE: Senai abre mais de 5 mil vagas gratuitas para cursos técnicos ou de qualificação profissional no DF; veja como se inscreverQUALIFICAÇÃO: GDF abre mais de 8 mil vagas para estágio e qualificação profissional; veja como participar 📱 Participe da comunidade do g1 DF no WhatsApp e receba as notícias no celular. Leia mais notícias sobre a região no g1 DF. Veja também     Mega-Sena de R$ 40,4 milhões sai para uma aposta; veja dezenas Suspeito de matar a filha e mais uma criança a marteladas é preso no Rio DNA de dentista acusado de estupro foi encontrado em vítima Gustavo Najjar está preso e foi acusado por 8 mulheres ao todo. Whey e seus 'primos': para que servem suplementos alimentares? Por que a água é fundamental na exploração do lítio Flamengo chega a SP sob protestos contra diretoria e Sampaoli Barroso assume presidência do STF na quinta com saída de Rosa Weber Ministra vai se aposentar porque atingiu idade limite de 75 anos."
'Retratos Fantasmas': filme brasileiro escolhido para disputar vaga no Oscar é exibido no Cine Brasília;"Por g1 DF 14/09/2023 06h32    Atualizado  14/09/2023 Academia Brasileira de Cinema anunciou a escolha do filme de Kleber Mendonça Filho para representar o Brasil no Oscar. O longa tenta uma vaga para entrar na lista dos cinco indicados na categoria de Melhor Filme Internacional da premiação. ""Retratos Fantasmas"" é um documentário que traz o centro da cidade do Recife como personagem principal, revisitado através dos grandes cinemas que serviram como espaços de convívio durante o século XX. Cena do filme 'Retratos Fantasmas', de Kleber Mendonça Filho — Foto: Divulgação O filme “Retratos Fantasmas”, do cineasta pernambucano Kleber Mendonça Filho, é exibido no Cine Brasília a partir desta quinta-feira (14) até o dia 21 de setembro. São duas sessões diárias, às 16h e às 18h. Na terça-feira (12), a Academia Brasileira de Cinema anunciou a escolha do filme para representar o Brasil no Oscar. O longa foi o escolhido pelo Brasil para disputar uma vaga no Oscar 2024 como Melhor Filme Internacional. O longa tenta uma vaga para entrar na lista dos cinco indicados na categoria. A cerimônia da 96ª edição do Oscar acontece no dia 10 de março de 2024. O Cine Brasília já havia feito uma pré-estreia do filme com duas sessões lotadas, no dia 20 de agosto. No dia 19 de setembro, o cinema promove uma sessão especial de ""Retratos Fantasmas"" em colaboração com o Centro de Atenção Psicossocial (CAPS) do Guará. As pessoas assistidas pela unidade poderão assistir ao filme de graça. A entrada para o público geral custa R$ 20 (inteira) e R$ 10 (meia), com exceção das segundas-feiras, que têm entrada no valor único de R$ 5 (veja detalhes mais abaixo). O filme Kleber Mendonça Filho fala sobre estreia de Retratos Fantasmas ""Retratos Fantasmas"" é um documentário que traz o centro da cidade do Recife como personagem principal, revisitado através dos grandes cinemas que serviram como espaços de convívio durante o século XX. Com imagens do apartamento comprado por sua mãe, usado em ""O som ao redor"" (2013), Mendonça Filho leva o tema para um lado mais pessoal. Mesmo que não seja algo consciente. O filme  teve sua estreia mundial na Seleção Oficial do 76º Festival de Cannes e, também, foi exibido na abertura do 51º Festival de Cinema de Gramado 2023. Programe-se 🎥 O que: exibição do filme “Retratos Fantasmas”, de Kleber Mendonça Filho🗓️ Quando: 14, 15, 16, 17, 18,19 e 20 de setembro de 2023, sempre às 16h e às 18h 📍 Onde: Cine Brasília, Asa Sul, Entrequadra Sul 106/107 💲 Quanto: os ingressos para as sessões regulares no Cine Brasília custam R$ 20 (inteira) e R$ 10 (meia), com exceção das segundas-feiras, que tem entrada no valor único de R$5, e podem ser adquiridos na bilheteria do cinema ou no site. 📱 Participe da comunidade do g1 DF no WhatsApp e receba as notícias no celular. Leia mais notícias sobre a região no g1 DF. Veja também     Mega-Sena de R$ 40,4 milhões sai para uma aposta; veja dezenas Suspeito de matar a filha e mais uma criança a marteladas é preso no Rio DNA de dentista acusado de estupro foi encontrado em vítima Gustavo Najjar está preso e foi acusado por 8 mulheres ao todo. Whey e seus 'primos': para que servem suplementos alimentares? Por que a água é fundamental na exploração do lítio Flamengo chega a SP sob protestos contra diretoria e Sampaoli Barroso assume presidência do STF na quinta com saída de Rosa Weber Ministra vai se aposentar porque atingiu idade limite de 75 anos."
